GreyhoundName,,GreyhoundName,Earmark,Reg Date,Active,Colour,Sex,Whelp Date,Retirement Type,Status Meaning,NoticeSentBy
TRY AGAIN ELLA,1572,TRY AGAIN ELLA,SRQHP,05/04/2018,True,bk,B,29/03/2017,RET,Still at premises,2022-09-16 07:33:00
TSALI JACK,86605,TSALI JACK,TPBMJ,,False,f,D,23/07/2018,DIE,Died/Put To Sleep,2022-08-09 07:33:00
TULLAHINNELL LAD,879895,TULLAHINNELL LAD,XYNBK,,False,bk,D,26/07/2021,DIE,Died/Put To Sleep,2022-08-15 07:32:00
TULLOVIN BEYONCE,8538,TULLOVIN BEYONCE,THXLT,23/01/2019,False,bef,B,16/10/2018,RET,Licence Unsuspended,2022-09-01 07:33:00
TULLOVIN VITA,670902,TULLOVIN VITA,VSALK,,True,bk,B,24/08/2020,RET,Transfer is complete,2022-09-05 07:31:00
TULLYCANNA LADY,4807,TULLYCANNA LADY,TDIHD,04/10/2018,False,bk,B,02/06/2018,EUT,Died/Put To Sleep,2022-02-04 06:04:00
TULLYCANNA TED,164579,TULLYCANNA TED,UDNVV,,False,bk,D,17/11/2019,DIE,Died/Put To Sleep,2022-07-20 07:32:00
TULLYMURRY INDI,702430,TULLYMURRY INDI,XPVIU,,False,bk,B,27/03/2021,DIE,Died/Put To Sleep,2022-09-05 07:31:00
TULLYMURRY LULU,766235,TULLYMURRY LULU,XPTTN,,False,bk,B,02/06/2021,EUT,Died/Put To Sleep,2022-07-02 07:34:00
TULLYMURRY TRIXY,519118,TULLYMURRY TRIXY,TPSJX,,True,dkbdw,B,04/10/2018,RET,Still at premises,2022-09-16 07:33:00
TUNNEL IN BARNA,589127,TUNNEL IN BARNA,VYLXE,,False,bd,B,02/02/2020,DIE,Died/Put To Sleep,2022-02-28 06:30:00
TUOHY TOWN,41531,TUOHY TOWN,VDDHJ,13/07/2021,False,bd,B,31/05/2020,DIE,Died/Put To Sleep,2021-12-10 06:02:00
TURBINE TAKEOFF,329745,TURBINE TAKEOFF,VXYSJ,,False,bk,B,05/08/2020,DIE,Died/Put To Sleep,2022-09-16 07:33:00
TURBINE TIKTOK,329792,TURBINE TIKTOK,VXPEP,,False,bk,B,22/08/2020,DIE,Died/Put To Sleep,2022-08-06 07:34:00
TURBINE TOTO,86959,TURBINE TOTO,TLZEL,,False,bk,B,18/08/2018,DIE,Died/Put To Sleep,2022-09-13 07:33:00
TURBO PEG,209243,TURBO PEG,VDJYL,,False,bd,B,07/12/2020,DIE,Died/Put To Sleep,2022-06-11 07:33:00
TURNTHECORNER,295076,TURNTHECORNER,VYJRE,,False,wf,B,12/02/2020,EUT,Died/Put To Sleep,2022-06-13 07:33:00
TURREE BUSTER,491915,TURREE BUSTER,SRVRD,,False,bkw,D,23/10/2017,DIE,Died/Put To Sleep,2022-02-28 06:30:00
TURRET TANK,716987,TURRET TANK,VDIZL,,False,bew,D,11/08/2020,EUT,Died/Put To Sleep,2022-09-04 07:32:00
TUSKER DOBBY,555456,TUSKER DOBBY,UNSKI,,False,bk,D,01/06/2019,RET,Still at premises,2022-08-14 07:32:00
TUTTLES TWILIGHT,525006,TUTTLES TWILIGHT,TPSHT,,False,f,B,02/11/2018,RET,Still at premises,2022-02-28 06:30:00
TUXEDO FERRET,230603,TUXEDO FERRET,XXDZH,,False,bk,D,20/10/2020,DIE,Died/Put To Sleep,2022-06-04 07:34:00
TUXEDO ROUGEN,507,TUXEDO ROUGEN,SPKDD,01/12/2017,False,wbk,D,01/05/2017,DIE,Died/Put To Sleep,2021-07-14 09:30:00
TWENTYLITTLETOES,17026,TWENTYLITTLETOES,UNJPX,25/09/2019,False,be,B,09/06/2019,RET,Transfer is complete,2022-04-20 14:55:00
TWILIGHT FORCE,914913,TWILIGHT FORCE,XDBRX,,False,bk,B,12/09/2021,DIE,Died/Put To Sleep,2022-07-20 07:32:00
TWILIGHT SHANTA,55049,TWILIGHT SHANTA,RDXNQ,,False,wbk,B,24/06/2016,RET,Still at premises,2022-08-19 07:34:00
TWINKLE MARY,429471,TWINKLE MARY,XYUSA,,False,bd,B,06/07/2021,DIE,Died/Put To Sleep,2022-08-30 07:33:00
TWITTERSTORM,9962,TWITTERSTORM,TLQTV,06/03/2019,False,be,D,21/11/2018,RET,Licence Unsuspended,2022-01-01 06:13:00
TWO AMIGOS,100704,TWO AMIGOS,THYVT,,False,bk,D,17/11/2018,RET,Still at premises,2022-07-20 07:32:00
TWO OH THREE,24049,TWO OH THREE,UTYMY,22/01/2020,False,bk,D,03/10/2019,EUT,Died/Put To Sleep,2022-02-04 06:04:00
TWO POPES,762760,TWO POPES,XKPUL,,False,bkw,D,10/04/2021,DIE,Died/Put To Sleep,2022-08-09 07:33:00
TWO SWEETENERS,749439,TWO SWEETENERS,VDUEZ,,False,f,B,11/03/2020,DIE,Died/Put To Sleep,2022-02-28 06:30:00
TYRAP MISSY,691888,TYRAP MISSY,XHDDI,,False,bk,B,18/02/2021,DIE,Died/Put To Sleep,2022-08-07 07:32:00
TYRAP SHANE,556970,TYRAP SHANE,UHKEB,,False,be,D,22/06/2019,DIE,Died/Put To Sleep,2022-09-13 07:33:00
TYRUR HEIDI,43,TYRUR HEIDI,RQVUY,14/07/2016,False,wbk,B,24/09/2015,DIE,Died/Put To Sleep,2020-09-06 18:36:00
UCOULDNTWRITEIT,351456,UCOULDNTWRITEIT,VTEED,,False,bebd,D,02/04/2020,DIE,Died/Put To Sleep,2022-07-14 07:32:00
UN GALLEGO,883871,UN GALLEGO,XPELZ,,False,be,D,29/09/2021,RET,Transfer is complete,2022-02-28 06:30:00
UNAGI,663820,UNAGI,XPRNN,,False,bk,D,01/03/2021,EUT,Died/Put To Sleep,2022-08-09 07:33:00
UNANIMOUS DIVA,267499,UNANIMOUS DIVA,XLPIE,,True,dkbd,B,03/03/2021,RET,Transfer is complete,2022-06-27 07:32:00
UNCLE ALFIE,885774,UNCLE ALFIE,XTSXD,,False,bd,D,10/10/2021,DIE,Died/Put To Sleep,2022-05-28 07:33:00
UNION ST VICTOR,69314,UNION ST VICTOR,SDNXU,,False,bk,D,01/06/2017,DIE,Died/Put To Sleep,2022-09-01 07:33:00
UNIQUE SONORA,112446,UNIQUE SONORA,UYMAV,,False,bk,D,28/03/2019,EUT,Died/Put To Sleep,2022-02-04 06:04:00
UNKNOWN LUNA,809726,UNKNOWN LUNA,XLVDJ,,False,bk,B,02/08/2021,DIE,Died/Put To Sleep,2022-08-13 07:33:00
UNKNOWN MAXI,87768,UNKNOWN MAXI,TLUDI,,True,bebd,B,25/08/2018,RET,Still at premises,2022-07-20 07:32:00
UNKNOWN MISTY,658357,UNKNOWN MISTY,RLMRY,,False,bk,B,02/04/2016,DIE,Died/Put To Sleep,2022-07-23 07:34:00
UNKNOWN VENTURE,809865,UNKNOWN VENTURE,XLVBJ,,False,bk,D,02/08/2021,DIE,Died/Put To Sleep,2022-08-13 07:33:00
UNWANTED ADVISE,30720,UNWANTED ADVISE,VYREP,29/10/2020,False,bk,B,02/01/2020,RET,,2022-04-20 12:45:00
UP IN CLASS,112366,UP IN CLASS,UHASU,,False,be,D,21/02/2019,DIE,Died/Put To Sleep,2022-09-08 07:33:00
UPANDATIT,14177,UPANDATIT,UHPPR,25/02/2019,False,bk,D,03/04/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
UPLAND GROVE,274589,UPLAND GROVE,VHNZU,,False,bk,D,01/01/2020,DIE,Died/Put To Sleep,2022-04-20 15:21:00
UPLAND HILLS,275021,UPLAND HILLS,VHXIN,,False,bk,D,01/01/2020,EUT,Died/Put To Sleep,2022-09-14 07:33:00
UPON A STAR,733001,UPON A STAR,XYHZN,,False,wbk,B,08/03/2021,EUT,Died/Put To Sleep,2022-08-26 07:33:00
UPTHEWALLSBOY,99691,UPTHEWALLSBOY,TPTAX,,False,bk,D,01/11/2018,DIE,Died/Put To Sleep,2022-08-06 07:34:00
UPTHEWALLSGIRL,71957,UPTHEWALLSGIRL,SLDNZ,,False,wbk,B,04/07/2017,DIE,Died/Put To Sleep,2022-08-06 07:34:00
UPTHEWALLSKID,117271,UPTHEWALLSKID,ULRYV,,False,bk,D,02/02/2019,DIE,Died/Put To Sleep,2022-08-06 07:34:00
UPWARD BLAZE,7743,UPWARD BLAZE,TXNPS,07/01/2019,False,bk,D,08/09/2018,RET,Licence Unsuspended,2022-02-28 06:30:00
UPWARD PEARL,33575,UPWARD PEARL,SYDUI,26/04/2021,False,bk,B,08/11/2017,RET,,2022-02-28 06:30:00
UPWARD ROCCO,59847,UPWARD ROCCO,SYHDL,,False,bk,D,02/05/2017,DIE,Died/Put To Sleep,2022-08-06 07:34:00
URBAN BLAZE,100076,URBAN BLAZE,TTVSH,,True,bkw,D,26/10/2018,RET,Still at premises,2022-07-14 07:32:00
URBAN CASTLE,527791,URBAN CASTLE,TTEEQ,,False,bk,D,26/10/2018,RET,Still at premises,2022-08-06 07:34:00
USK ISLAMAE,156393,USK ISLAMAE,UTNJQ,,False,bk,B,26/10/2019,RET,,2022-08-10 07:34:00
USK MAGGIEMAE,722194,USK MAGGIEMAE,VTDRZ,,False,bk,B,02/07/2020,EUT,Died/Put To Sleep,2022-04-25 06:29:00
USK SUZIE,777365,USK SUZIE,XTYKQ,,False,bd,B,03/05/2021,DIE,Died/Put To Sleep,2022-08-12 07:34:00
USUAL DRAMA,642630,USUAL DRAMA,VSAJN,,False,wbd,B,07/02/2020,RET,Still at premises,2022-08-26 07:33:00
VAIN BEST,400146,VAIN BEST,VLYPS,,False,f,D,23/11/2019,DIE,Died/Put To Sleep,2022-08-11 07:33:00
VAIN LADY,400120,VAIN LADY,VLNZM,,False,bebd,B,23/11/2019,DIE,Died/Put To Sleep,2022-08-11 07:33:00
VALANZA,453760,VALANZA,VYYYP,,False,bk,B,15/08/2020,DIE,Died/Put To Sleep,2022-04-20 13:13:00
VALE JASPER,805613,VALE JASPER,XHLBI,,False,be,D,25/06/2021,RET,Still at premises,2022-07-30 07:33:00
VALENTIA STAR,495059,VALENTIA STAR,SPYUV,,False,wbk,D,28/04/2017,DIE,Died/Put To Sleep,2022-02-28 06:30:00
VALHALLA FIRE,499668,VALHALLA FIRE,SLJAI,,False,bk,D,18/07/2017,EUT,Died/Put To Sleep,2022-09-12 07:33:00
VAN DE BERGH,261226,VAN DE BERGH,UKQZU,,False,bk,D,24/10/2019,DIE,Died/Put To Sleep,2022-01-21 06:03:00
VANDYCK,153424,VANDYCK,UPRVJ,,False,bd,D,01/10/2019,DIE,Died/Put To Sleep,2022-06-16 07:33:00
VEGAS MAGIC,87856,VEGAS MAGIC,TXSKD,,False,be,B,08/07/2018,RET,Still at premises,2022-01-28 06:02:00
VELVET DENVER,474319,VELVET DENVER,VHUHU,,False,wbk,D,01/09/2020,DIE,Died/Put To Sleep,2022-05-09 11:14:00
VELVET TUCO,25968,VELVET TUCO,UHXER,14/05/2020,False,bd,D,16/08/2019,EUT,Died/Put To Sleep,2021-12-03 06:06:00
VELVET VIOLET,941247,VELVET VIOLET,YHSKI,03/03/2022,False,bd,B,03/03/2022,DIE,Died/Put To Sleep,2022-06-11 07:33:00
VENTRY QUEEN,843161,VENTRY QUEEN,XTZLS,,False,bk,B,02/02/2021,DIE,Died/Put To Sleep,2022-09-10 07:34:00
VERSTAPPEN,385261,VERSTAPPEN,VVYTM,,False,bk,D,02/07/2020,RET,Transfer is complete,2022-09-12 07:33:00
VERY SHARP,493642,VERY SHARP,TDHBI,,False,bk,B,01/01/2018,RET,Still at premises,2022-09-16 07:33:00
VERY SIMPLE,657307,VERY SIMPLE,XPUDY,,False,bd,D,01/02/2021,EUT,Died/Put To Sleep,2022-09-03 07:34:00
VICKI SURPRISE,1824,VICKI SURPRISE,TPLIX,11/05/2018,False,bk,B,18/12/2017,DIE,Died/Put To Sleep,2022-07-11 07:32:00
VICS VICKY,104224,VICS VICKY,TXQPV,,False,f,B,11/11/2018,RET,Transfer is complete,2022-08-17 07:36:00
VICTORIOUS GIRL,151946,VICTORIOUS GIRL,UHUVN,,False,wbk,B,02/10/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
VIDEO TAZZ,512736,VIDEO TAZZ,STDXY,,False,bk,B,03/06/2017,RET,Still at premises,2022-01-08 06:03:00
VIEW DOOLIN,134915,VIEW DOOLIN,UHKZB,,False,bew,B,01/07/2019,RET,Transfer is complete,2022-06-17 07:33:00
VIGOROUS BUCK,110068,VIGOROUS BUCK,UPJXJ,,True,bkw,D,11/03/2019,RET,Still at premises,2022-09-08 07:33:00
VIGOROUS EDEL,179326,VIGOROUS EDEL,VPEXK,,False,wbk,B,14/11/2020,DIE,Died/Put To Sleep,2022-09-02 07:33:00
VIGOROUS JEFF,32895,VIGOROUS JEFF,UPDBU,21/04/2021,True,bd,D,19/09/2019,RET,Still at premises,2022-09-02 07:33:00
VILLA DAWN,46,VILLA DAWN,QYRIJ,18/08/2016,False,bebd,D,14/08/2015,DIE,Died/Put To Sleep,2021-10-06 06:02:00
VILLA SKYE,91576,VILLA SKYE,TDHYZ,,False,bd,B,01/09/2018,DIE,Died/Put To Sleep,2022-08-07 07:32:00
VILLA SUN,255993,VILLA SUN,XYDTQ,,False,bk,D,18/01/2021,DIE,Died/Put To Sleep,2022-04-20 13:06:00
VINDICATOR,590155,VINDICATOR,VXUJJ,,False,bk,D,06/04/2020,RET,Still at premises,2022-09-17 07:33:00
VINEGAR JOE,743984,VINEGAR JOE,VTJBD,,False,bk,D,09/08/2020,DIE,Died/Put To Sleep,2022-09-05 07:31:00
VINEGARHILL DODO,384590,VINEGARHILL DODO,VDURZ,,False,bk,B,20/04/2020,DIE,Died/Put To Sleep,2022-02-04 06:04:00
VINEGARHILL TONI,67865,VINEGARHILL TONI,TDRER,,True,bk,B,17/01/2018,RET,Still at premises,2022-02-28 06:30:00
VINNY TIN TIN,455709,VINNY TIN TIN,VHDEP,,True,bk,B,28/07/2020,RET,Still at premises,2022-08-11 07:33:00
VINTAGE CHICK,460316,VINTAGE CHICK,ULVQD,,False,bd,B,25/02/2019,RET,Out of Retirement,2022-08-13 07:33:00
VINTAGE JET,245342,VINTAGE JET,VYNQE,,False,bk,D,22/06/2020,RET,Still at premises,2022-08-13 07:33:00
VIPERS BUZZ,535830,VIPERS BUZZ,UXMYN,,False,bk,D,02/02/2019,RET,Still at premises,2022-09-14 07:33:00
VIRTUAL STRIKE,452804,VIRTUAL STRIKE,VKMQL,,False,wf,D,14/01/2020,EUT,Died/Put To Sleep,2022-04-22 06:07:00
VITO ON TOP,536368,VITO ON TOP,UHMBR,,False,bk,D,25/10/2018,EUT,Died/Put To Sleep,2022-09-11 07:34:00
VITO TEN,918714,VITO TEN,ULTNZ,,False,bk,B,09/01/2019,EUT,Died/Put To Sleep,2022-08-06 07:34:00
VIVARO STEEL,6574,VIVARO STEEL,TLLMS,04/12/2018,False,bk,D,15/09/2018,DIE,Died/Put To Sleep,2021-12-02 06:02:00
VOLCANO SAPPHIRE,943489,VOLCANO SAPPHIRE,YDKEX,01/03/2022,False,be,B,01/03/2022,DIE,Died/Put To Sleep,2022-08-07 07:32:00
VOTE FOR PADDY,393338,VOTE FOR PADDY,VRTPZ,,False,wbk,D,14/08/2020,DIE,Died/Put To Sleep,2022-04-22 06:07:00
WAGGA SPORT,78253,WAGGA SPORT,SPBZX,,False,be,D,01/08/2017,RET,Transfer is complete,2022-02-02 06:02:00
WAGGA STREET,95011,WAGGA STREET,TLVSI,,False,bd,B,10/10/2018,DIE,Died/Put To Sleep,2022-04-22 06:07:00
WAIKIKI MAN,161080,WAIKIKI MAN,UBRPN,,False,bk,B,08/11/2019,RET,Still at premises,2021-12-19 06:02:00
WAITFORTHEROBIN,598857,WAITFORTHEROBIN,VPQSY,,False,bk,B,01/10/2020,DIE,Died/Put To Sleep,2022-09-10 07:34:00
WAKE UP MAGGIE,502212,WAKE UP MAGGIE,TNRNV,,True,bd,B,16/04/2018,RET,Licence Unsuspended,2022-03-06 06:03:00
WALK AWAY JOHNNY,189913,WALK AWAY JOHNNY,XHXZB,,False,bk,D,10/10/2020,DIE,Died/Put To Sleep,2022-09-01 07:33:00
WALKABOUT CIARA,541733,WALKABOUT CIARA,UXRDS,,True,bk,B,22/03/2019,RET,Out of Retirement,2022-09-11 07:34:00
WALKABOUT TAS,110261,WALKABOUT TAS,UPIEE,,False,bk,B,14/03/2019,RET,Still at premises,2022-04-20 15:53:00
WALLACE WILLIAM,917452,WALLACE WILLIAM,UPVPT,,False,be,D,23/03/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WANTED BECKY,139054,WANTED BECKY,UXHDA,,False,bk,B,09/08/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WANTED SOPHIE,139036,WANTED SOPHIE,UXJHE,,False,bk,B,09/08/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WANTED VIC,145704,WANTED VIC,UXDMA,,False,wbkbe,D,09/09/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
WARZONE BELLA,392605,WARZONE BELLA,VBQVZ,,False,bk,B,06/09/2020,DIE,Died/Put To Sleep,2022-08-11 07:33:00
WATCH HIM GO,748566,WATCH HIM GO,XULRD,,False,bk,D,15/05/2021,EUT,Died/Put To Sleep,2022-07-02 07:34:00
WATCH OUT TESS,671681,WATCH OUT TESS,VLHRE,,False,bk,B,29/01/2020,DIE,Died/Put To Sleep,2022-09-14 07:33:00
WAX JACKET,875686,WAX JACKET,XHQZL,,False,bk,D,08/10/2021,DIE,Died/Put To Sleep,2022-09-08 07:33:00
WAYWARD PUCKOUT,187504,WAYWARD PUCKOUT,VXZPE,,False,bk,D,17/10/2020,DIE,Died/Put To Sleep,2022-08-16 07:33:00
WEATHER BOOM,146811,WEATHER BOOM,USDLU,,False,bk,D,02/09/2019,EUT,Died/Put To Sleep,2022-02-28 06:30:00
WEATHER MAKER,507373,WEATHER MAKER,TNEMI,,False,bk,D,10/06/2018,DIE,Died/Put To Sleep,2022-08-30 07:33:00
WEE BIT TIPSY,515550,WEE BIT TIPSY,TUMPP,,False,bk,B,02/09/2018,GRL,Greyhound Reported Lost,2022-02-28 06:30:00
WEE TEE,61590,WEE TEE,SYEQL,,False,bk,B,08/11/2017,RET,Still at premises,2022-04-22 06:07:00
WELL INFORMED,4930,WELL INFORMED,TNEZI,08/10/2018,False,bk,B,01/08/2018,EUT,Died/Put To Sleep,2022-04-20 14:38:00
WELL KEPT SECRET,715313,WELL KEPT SECRET,VVYXQ,,False,bk,D,28/11/2019,EUT,Died/Put To Sleep,2022-08-30 07:33:00
WESTMEATH BEN,14920,WESTMEATH BEN,UNBLT,21/08/2019,False,bk,D,26/04/2019,EUT,Died/Put To Sleep,2022-04-22 06:07:00
WESTPOINT JORGI,549027,WESTPOINT JORGI,UPUVM,,True,bk,B,24/05/2019,RET,Still at premises,2022-09-13 07:33:00
WESTWELL MIKE,938402,WESTWELL MIKE,ZYJ1,24/11/2020,False,be,D,24/11/2020,RET,Out of Retirement,2022-09-07 07:34:00
WESTWIND BLAKE,13100,WESTWIND BLAKE,UXAZJ,01/07/2019,False,bk,B,15/03/2019,RET,Licence Unsuspended,2022-07-29 07:33:00
WESTWIND GEM,659261,WESTWIND GEM,UYQSP,,False,bebd,D,21/11/2019,DIE,Died/Put To Sleep,2022-08-20 07:34:00
WESTWIND JEN,184547,WESTWIND JEN,VYMEA,,False,bd,B,19/10/2020,RET,Still at premises,2022-06-03 07:34:00
WESTWIND MAID,587926,WESTWIND MAID,UYIHE,,False,bk,B,21/11/2019,RET,Out of Retirement,2022-08-07 07:32:00
WESTWIND MAIDEN,601769,WESTWIND MAIDEN,VYKNX,,True,bk,B,19/10/2020,RET,Still at premises,2022-09-14 07:33:00
WEXFORD QUEEN,91016,WEXFORD QUEEN,TDEUD,,False,bk,B,11/07/2018,EUT,Died/Put To Sleep,2022-09-11 07:34:00
WHATS UP BOSS,928222,WHATS UP BOSS,XRABA,,False,bk,D,28/10/2021,DIE,Died/Put To Sleep,2022-09-10 07:34:00
WHATS UP JIM,752803,WHATS UP JIM,XRJYM,,False,bk,D,16/05/2021,DIE,Died/Put To Sleep,2022-04-23 06:22:00
WHATS UP PENNY,928240,WHATS UP PENNY,XRTSE,,False,bk,B,28/10/2021,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WHATS UP SHAY,928186,WHATS UP SHAY,XRQEQ,,False,bk,D,28/10/2021,DIE,Died/Put To Sleep,2022-09-10 07:34:00
WHEATCROSS BLUE,99031,WHEATCROSS BLUE,TSLHM,,False,wbe,D,05/10/2018,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WHEN WE DREAM,221121,WHEN WE DREAM,VPTVJ,,False,bk,B,16/01/2020,DIE,Died/Put To Sleep,2022-08-27 07:32:00
WHENDADEALSDONE,406833,WHENDADEALSDONE,VHVJU,,False,bk,D,14/09/2020,RET,Transfer is complete,2022-06-03 07:34:00
WHICH EXILE,744142,WHICH EXILE,VPJIN,,False,bk,B,01/08/2020,RET,Still at premises,2022-09-12 07:33:00
WHISKEY FREE,152527,WHISKEY FREE,ULVZS,,False,bk,D,02/10/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
WHISTLE RIVER,534340,WHISTLE RIVER,TKZDE,,False,bk,D,03/09/2018,DIE,Died/Put To Sleep,2022-08-29 07:33:00
WHITE HARTBEST,683668,WHITE HARTBEST,VHVMK,,False,bkw,B,18/05/2020,DIE,Died/Put To Sleep,2022-08-26 07:33:00
WHITEHOUSE MAJOR,531614,WHITEHOUSE MAJOR,UYYSN,,False,bk,D,10/12/2018,RET,Still at premises,2022-08-30 07:33:00
WHITEMILL WONDER,369013,WHITEMILL WONDER,VDBHJ,,False,bk,D,06/04/2020,DIE,Died/Put To Sleep,2022-08-04 07:35:00
WHITEPARK CODY,451797,WHITEPARK CODY,XRQVS,,False,bkw,B,12/03/2021,DIE,Died/Put To Sleep,2022-08-11 07:33:00
WHITEROCK DEVIL,220996,WHITEROCK DEVIL,VUJYI,,False,bk,D,28/04/2020,DIE,Died/Put To Sleep,2022-08-19 07:34:00
WHITEWOOD PERRY,292232,WHITEWOOD PERRY,VBTKL,,False,bd,D,01/05/2020,DIE,Died/Put To Sleep,2022-04-22 06:07:00
WHITEYS BOUQUET,66009,WHITEYS BOUQUET,TBQKM,,False,f,B,01/01/2018,RET,Still at premises,2022-04-28 06:14:00
WHITEYS BOXER,501385,WHITEYS BOXER,TPZPI,,False,bk,D,04/05/2018,RET,Still at premises,2022-09-17 07:33:00
WHITEYS BRANDO,161683,WHITEYS BRANDO,UBTXR,,False,bd,D,28/09/2019,DIE,Died/Put To Sleep,2022-04-28 06:14:00
WHITEYS GODDESS,495850,WHITEYS GODDESS,TBEEY,,False,f,B,05/01/2018,RET,Still at premises,2022-08-27 07:32:00
WHITEYS RAMONA,496076,WHITEYS RAMONA,TBVMQ,,False,bd,B,01/01/2018,RET,Still at premises,2022-08-30 07:33:00
WHITEYS SIZZLER,793461,WHITEYS SIZZLER,XBZMI,,False,bd,D,02/04/2021,DIE,Died/Put To Sleep,2022-09-17 07:33:00
WHITTY CLEO,102171,WHITTY CLEO,TLBDM,,False,bk,B,12/10/2018,RET,Licence Unsuspended,2022-07-06 07:34:00
WHITTY MCCOY,532735,WHITTY MCCOY,ULXXI,,False,bkw,D,22/12/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
WHITTY SCOTT,305058,WHITTY SCOTT,TLVNI,,False,bew,D,12/10/2018,RET,,2022-07-06 07:34:00
WHIZZING BERYL,503110,WHIZZING BERYL,TXPJI,,False,bk,B,20/05/2018,RET,Transfer is complete,2022-09-17 07:33:00
WHIZZING PORTER,114308,WHIZZING PORTER,UXPRN,,False,be,D,15/03/2019,DIE,Died/Put To Sleep,2022-05-09 10:46:00
WHOOPS SYDNEY,242682,WHOOPS SYDNEY,VPIZU,,False,bk,D,01/04/2020,EUT,Died/Put To Sleep,2022-05-21 07:33:00
WHY NAVIGATOR,720042,WHY NAVIGATOR,XPRMN,,False,bd,D,18/03/2021,DIE,Died/Put To Sleep,2022-09-12 07:33:00
WHY NORMAN,533597,WHY NORMAN,TPBPE,,False,bk,D,01/11/2018,DIE,Died/Put To Sleep,2022-09-13 07:33:00
WHY ROCKY,10753,WHY ROCKY,TPRST,02/04/2019,False,bk,D,01/11/2018,EUT,Died/Put To Sleep,2022-09-12 07:33:00
WHY SHANE,10746,WHY SHANE,TPNQM,02/04/2019,False,bk,D,01/11/2018,EUT,Died/Put To Sleep,2022-09-12 07:33:00
WHY TANYARD OSLO,671722,WHY TANYARD OSLO,UPZMT,,False,bd,D,12/06/2019,DIE,Died/Put To Sleep,2022-05-03 06:24:00
WICKLOW REVIVAL,842694,WICKLOW REVIVAL,VDYID,,False,bk,B,01/08/2020,DIE,Died/Put To Sleep,2022-09-14 07:33:00
WICKY BLUE,364807,WICKY BLUE,XYEQK,,False,be,D,12/05/2021,DIE,Died/Put To Sleep,2022-08-25 07:34:00
WICKY TODDY,929502,WICKY TODDY,XRTRS,,False,bk,D,09/11/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
WIGGLES,244951,WIGGLES,VKRSU,,False,wbk,D,19/04/2020,DIE,Died/Put To Sleep,2022-06-16 07:33:00
WILDERNESS JOKER,944559,WILDERNESS JOKER,YPAKL,13/04/2022,False,dkbd,D,13/04/2022,DIE,Died/Put To Sleep,2022-09-16 07:33:00
WILLCAREFORYOU,218799,WILLCAREFORYOU,VVJTR,,False,bk,D,09/12/2020,DIE,Died/Put To Sleep,2022-05-22 07:32:00
WILLOWDALE GHOST,596487,WILLOWDALE GHOST,VHUTU,,False,bk,D,01/09/2020,DIE,Died/Put To Sleep,2022-08-29 07:33:00
WILLOWPARK CHARM,140316,WILLOWPARK CHARM,UXBTA,,False,bk,B,09/03/2019,DIE,Died/Put To Sleep,2022-08-07 07:32:00
WILLY BE SLICK,934323,WILLY BE SLICK,YVYJR,14/01/2022,False,bk,D,14/01/2022,EUT,Died/Put To Sleep,2022-09-04 07:32:00
WIND,61235,WIND,STEJY,,False,dkbd,B,10/09/2017,DIE,Died/Put To Sleep,2022-09-01 07:33:00
WINDMILL VIEW,664683,WINDMILL VIEW,UPEJY,,False,bk,D,24/09/2019,DIE,Died/Put To Sleep,2022-08-29 07:33:00
WINDOW BOARD,499343,WINDOW BOARD,TTBXS,,False,bk,B,19/04/2018,RET,Still at premises,2022-04-20 13:43:00
WINTER FREEZE,811123,WINTER FREEZE,VYKNE,,False,bd,B,15/03/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
WINTER KATE,55880,WINTER KATE,RQISL,,False,wbk,B,20/03/2016,DIE,Died/Put To Sleep,2022-06-24 07:32:00
WINWIN SITUATION,925129,WINWIN SITUATION,XBKUJ,,False,dkbd,B,16/11/2021,DIE,Died/Put To Sleep,2022-09-01 07:33:00
WISE BLAST,141932,WISE BLAST,UPEDU,,False,bk,B,16/08/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
WISE ERUPTION,4369,WISE ERUPTION,TPLIT,21/09/2018,False,bk,B,29/05/2018,RET,Licence Unsuspended,2022-07-20 07:32:00
WISHFUL ALI,696264,WISHFUL ALI,VXJLP,,True,bk,B,14/04/2020,RET,Still at premises,2022-09-12 07:33:00
WISHFUL BLOSSOM,90313,WISHFUL BLOSSOM,TTILS,,False,wbk,B,01/10/2018,RET,ICC Record edit,2022-04-22 06:07:00
WISHFUL FIFI,886703,WISHFUL FIFI,YTIRT,,False,bk,B,09/10/2021,DIE,Died/Put To Sleep,2022-04-25 06:29:00
WITCHES ATHENS,517116,WITCHES ATHENS,TLRZZ,,False,bk,B,01/04/2018,DIE,Died/Put To Sleep,2022-09-16 07:33:00
